epoch,train_loss,train_acc,val_loss,val_acc,lr
1,1.1339,0.4687,0.9790,0.5338,0.000100
2,0.9768,0.5863,0.7790,0.6767,0.000100
3,0.8039,0.6565,0.6882,0.7143,0.000100
4,0.7079,0.7419,0.7729,0.6391,0.000100
5,0.7359,0.7097,0.9035,0.6466,0.000100
6,0.6274,0.7590,1.0475,0.6391,0.000100
7,0.5628,0.7837,0.8566,0.7068,0.000050
8,0.4734,0.8444,0.8810,0.7519,0.000050
9,0.4442,0.8539,0.7135,0.7444,0.000050
10,0.3789,0.8653,0.9031,0.7143,0.000050
